Timestamp,Extractor_initials,Checker_initials,Checker_comment,Article_DOI,Article_title,Article_author,Article_journal,String_development_described,String_development_comment,String_development_record_provided,String_development_record_comment,String_development_seed_papers_used,String_development_seed_papers_comment,String_sensitivity_evaluation_mentioned,String_sensitivity_evaluation_mentioned_comment,String_sensitivity_evaluation_source_number,String_sensitivity_evaluation_sources_comment,String_sensitivity_test_papers_used,String_sensitivity_test_papers_comment,String_sensitivity_test_papers_terminology,String_sensitivity_test_papers_number,String_sensitivity_test_papers_sources,String_sensitivity_test_approach,Information_specialist_involved,Information_specialist_comment,General_comment,Search sources,Final_string_provided_comment,Final_string_provided,String_development_described,String_development_comment,String_development_record_provided,String_development_record_comment,String_development_seed_papers_used,String_development_seed_papers_comment
7/2/2023 13:47:58,ML,SY,,10.1002/14651858.CD014970,Behavioural family interventions versus structural family interventions for people with schizophrenia,Ma,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""""The Information Specialist will search the register using the following search strategy:
[(*famil* AND *interven* ) in title, abstract or index terms of REFERENCE) OR (*famil* AND *interven* ) in Intervention of STUDY)]""""","Searches on a pre-compiled registry: ""Following the methods from Cochrane (Lefebvre 2019), the Information Specialist compiles this register from systematic searches of major resources and their monthly updates (unless otherwise specified).""","ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), ProQuest (ABI/Inform Global, Nursing & Allied Health Database, Public Health Database), PubMed (Medline), Allied and Complementary Medicine (AMED); BIOSIS; World Health Organization International Clinical Trials Registry Platform (www.who.int/ictrp); references; contacting researchers","""The Information Specialist will search the register using the following search strategy:
[(*famil* AND *interven* ) in title, abstract or index terms of REFERENCE) OR (*famil* AND *interven* ) in Intervention of STUDY)]""",yes (exact search strategy for at least one source),,,,,,
7/3/2023 12:31:23,ML,SY,consider search narrative as description,10.1002/14651858.CD015424,Fluid restriction for treatment of symptomatic patent ductus arteriosus in preterm infants,MacLellan,Cochrane Database of Systematic Reviews,yes,"We will use the Cochrane Neonatal search terms to limit searches to the Neonatal population, and methodological filters to restrict retrieval to trials and systematic reviews.; And search narrative in Appendix 1",no,,,,no,,,,,,,,,,yes,"""The draft search strategy was developed by the Cochrane Neonatal Information Specialist (CC).""","Draft search strategy. Used hedges: ""This is the search filter developed by the Cochrane Neonatal group May 2022 edition. ""","ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), The World Health Organisations (WHO) International Clinical Trials Registry Platform (ICTRP; www.who.int/clinical-trials-registry-platform/the-ictrp-search-portal);  Australian New Zealand Clinical Trials Registry (ANZCTR; www.anzctr.org.au/); Epistemonikos (www.epistemonikos.org/); references; conference proceedings","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 12:48:04,ML,SY,,10.1002/14651858.CD015210,"Vena caval filters for the prevention of pulmonary embolism in people at high risk of, or with established venous thromboembolism",Macmillan,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Information Specialist will search the following databases for relevant trials:""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), World Health Organization International Clinical Trials Registry Platform (who.int/trialsearch); Cochrane Vascular Specialised Register via the Cochrane Register of Studies (CRS‐Web); references","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 12:59:25,ML,SY,,10.1002/14651858.CD015054,Postpartum management of the hypertensive disorders of pregnancy (0925),Magee,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""We will search the current version of the Cochrane Pregnancy and Childbirth’s Trials Register in collaboration with their Information Specialist.""","using registry and draft strategy: ""Appendix 1. Draft search strategy for ClinicalTrials.gov and WHO ICTRP","ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), World Health Organization (WHO) International Clinical Trials Registry Platform (ICTRP); handsearching journals; conference proceedings; references","Appendix 1, ClinicalTrials.gov, WHO ICTRP",yes (exact search strategy for at least one source),,,,,,
7/3/2023 13:03:42,ML,SY,consider that IS was involved,10.1002/14651858.CD013945,Immunomodulatory treatment for amyotrophic lateral sclerosis/motor neuron disease,Malhotra,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Information Specialist will identify trials from the following resources""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), WHO International Clinical Trials Registry Portal (ICTRP); Cochrane Neuromuscular Specialised Register (via Cochrane Register of Studies (CRS) Web); references; manufacturers websites","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 14:00:54,ML,SY,,10.1002/14651858.CD015105,En bloc versus standard transurethral resection of bladder tumors for non-muscle-invasive bladder cancer patients,Marcq,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,no,"not stated explicitly, however ""Camila Micaela Escobar Liquitay (CMEL): developed the search strategy."" is from ""Central Library, Instituto Universitario Hospital Italiano de Buenos Aires, Buenos Aires, Argentina""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), Scopus, Virtual Health Library (LILACS), Web of Science (Medline, Web of Science Core Collection), World Health Organization International Clinical Trials Registry Platform (ICTRP); conference proceedings; references; manufacturers; contacting researchers","Appendix 1, CENTRAL, MEDLINE, EMBASE, LILAC, Scopus, WoS, ClinicalTrials.gov, ICTRP",yes (exact search strategy for all sources),,,,,,
7/3/2023 14:12:31,ML,SY,add note about hedges to columns P and J,10.1002/14651858.CD015003,Colchicine for the primary prevention of cardiovascular events,Martí-Carvajal,Cochrane Database of Systematic Reviews,no,,no,,,,no,"""The Cochrane sensitivity and precision‐maximizing RCT filter (Lefebvre 2019) will be applied to MEDLINE (Ovid) and adaptations of it to the other databases, except CENTRAL.""",,,,,,,,,yes,"Acknowledgements: ""Information Specialist: Charlene Bridges, Cochrane Heart, University College London.""","hedge used: ""he Cochrane sensitivity and precision‐maximizing RCT filter (Lefebvre 2019) will be applied to MEDLINE (Ovid) and adaptations of it to the other databases, except CENTRAL.""","ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), Virtual Health Library (LILACS), Web of Science (Medline, Web of Science Core Collection), WHO International Clinical Trials Registry Platform (ICTRP); European Medicines Agency (EMA) (www.ema.europa.eu/en); Food and Drugs Administration (FDA) (www.fda.gov/Drugs); references","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 14:19:20,ML,SY,,10.1002/14651858.MR000065,Factors that impact on recruitment to vaccine trials during a pandemic or epidemic: a qualitative evidence synthesis,Meskell,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Cochrane (EPOC) Effective Practice and Organisation of Care Information Specialist will develop the search strategies in consultation with the review authors.""",,"EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), ProQuest (ABI/Inform Global, Nursing & Allied Health Database, Public Health Database), Scopus, Epistemonikos; ORRCA (Online Resource for Research in Clinical triAls);  Ethos; the DART‐Europe E‐theses","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 14:24:41,ML,SY,add note about comment related to search term development,10.1002/14651858.CD014965,Atypical antipsychotics for autism spectrum disorder: a network meta-analysis,Meza,Cochrane Database of Systematic Reviews,no,"""The Cochrane sensitivity and precision‐maximizing RCT filter (Lefebvre 2019) will be applied to MEDLINE (Ovid) and adaptations of it to the other databases, except CENTRAL."" ""We will use search terms suggested by our clinical experts taking into consideration the recently published search criteria and classification of pharmacological treatments, including atypical antipsychotics""",no,,,,no,,,,,,,,,,no,,,"ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), ProQuest (ABI/Inform Global, Nursing & Allied Health Database, Public Health Database), Virtual Health Library (LILACS), Web of Science (Medline, Web of Science Core Collection), Epistemonikos (www.epistemonikos.org); World Health Organization International Clinical Trials Registry Platform;  references; contacting researchers; manufacrurers websites; Australian Adverse Drug Reactions Bulletin (www.tga.gov.au/adr/aadrb.htm); Current Problems in Pharmacovigilance (www.mhra.gov.uk); European Medicines Evaluation Agency (www.emea.eu); and the US Food and Drug Administration (FDA) Medwatch (www.fda.gov/medwatch)","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 14:35:57,ML,SY,add note about comment related to search strategy development,10.1002/14651858.CD015326,Interventions to prevent obesity in children aged 2 to 4 years old ,Moore,Cochrane Database of Systematic Reviews,no,"search based on an earlier systematic review, seems to be modified",no,,,,no,,,,,,,,,,no,,,"ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), ProQuest (ABI/Inform Global, Nursing & Allied Health Database, Public Health Database), WHO International Clinical Trials Registry Platform, search portal (ICTRP); Electronic Theses Online Service (EThOS) ‐ British Library (ethos.bl.uk/Home.do);   DART ‐ Europe e‐theses Portal (dart-europe.eu/basic-search.php);  Networked Digital Library of Theses and Dissertations (NDLTD) (ndltd.org);   Open Access Theses and Dissertations (OATD) (oatd.org); references","Appendix 1, CENTRAL",yes (exact search strategy for at least one source),,,,,,
7/3/2023 14:45:22,ML,SY,add note about comment related to search strategy development; consider yes to IS involvement,10.1002/14651858.CD015330,Interventions to prevent obesity in children aged 12 to 18 years old,Moore,Cochrane Database of Systematic Reviews,no,"""We will include additional search terms for topics around: marketing; beverages and sweetening agents; food labelling; school meals; after/out‐of‐school activities; parental interventions; public health; electronic apps and web‐based interventions. These search terms will be run only in the Cochrane Library. The reason we chose to limit these terms to CENTRAL and the Cochrane Database of Systematic Reviews (CDSR) was a pragmatic one, as Cochrane’s Centralised Search Service (CSS) uses a highly efficient search strategy to capture reports of RCTs from MEDLINE and Embase (for inclusion in CENTRAL) (Noel‐Storr 2020). Also, our full search (run across all databases) includes several generic ‘prevention’ search strings, to capture any type of intervention.""",no,,,,no,,,,,,,,,,yes,"Sarah Dawson is author and Declarations sections mentions: ""Sarah Dawson: reports being employed by Cochrane as Information Specialist (Common Mental Disorders Group).""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline),  WHO International Clinical Trials Registry Platform, search portal (ICTRP); Electronic Theses Online Service (EThOS) ‐ British Library (ethos.bl.uk/Home.do);  DART ‐ Europe e‐theses Portal (dart-europe.eu/basic-search.php);  Networked Digital Library of Theses and Dissertations (NDLTD) (ndltd.org);    Open Access Theses and Dissertations (OATD) (oatd.org); references","Appendix 1, CENTRAL",yes (exact search strategy for at least one source),,,,,,
7/3/2023 14:50:05,ML,SY,add note about hedges to columns P and J,10.1002/14651858.CD015255,Topical and oral steroids for otitis media with effusion (OME) in children,Mulvaney,Cochrane Database of Systematic Reviews,no,"""The search strategies were designed to identify all relevant studies for a suite of reviews on various interventions for otitis media with effusion. Where appropriate, these will be combined with subject strategy adaptations of the highly sensitive search strategy designed by Cochrane for identifying randomised controlled trials and controlled clinical trials (as described in the Technical Supplement to Chapter 4 of the Cochrane Handbook for Systematic Reviews of Interventions version 6.1; Lefebvre 2020).""",no,,,,no,"""The search strategies were designed to identify all relevant studies for a suite of reviews on various interventions for otitis media with effusion. Where appropriate, these will be combined with subject strategy adaptations of the highly sensitive search strategy designed by Cochrane for identifying randomised controlled trials and controlled clinical trials (as described in the Technical Supplement to Chapter 4 of the Cochrane Handbook for Systematic Reviews of Interventions version 6.1; Lefebvre 2020).""",,,,,,,,,yes,"""The Cochrane ENT Information Specialist will conduct systematic searches for randomised controlled trials and controlled clinical trials.""","Hedges used: ""Where appropriate, these will be combined with subject strategy adaptations of the highly sensitive search strategy designed by Cochrane for identifying randomised controlled trials and controlled clinical trials...""","ClinicalTrials.gov, Cochrane Library (CENTRAL), Google Scholar, OVID (Embase/Embase Classic, PsycINFO, Medline), Web of Science (Medline, Web of Science Core Collection), Cochrane ENT Register (search via the Cochrane Register of Studies to date); World Health Organization (WHO) International Clinical Trials Registry Platform (ICTRP); references","Appendix 1, CENTRAL, MEDLINE, Embase ",yes (exact search strategy for at least one source),,,,,,
7/3/2023 14:55:25,ML,SY,,10.1002/14651858.CD015588,SGLT2 inhibitors for treating diabetes in people with chronic kidney disease,Natale,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""We will search the Cochrane Kidney and Transplant Register of Studies through contact with the Information Specialist using search terms relevant to this review.""",using register of studies,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), WHO Clinical Trials Register (ICTRP); handsearching journals; conference proceedings; references; contacting researchers","Appendix 1, CENTRAl, MEDLINE, EMBASE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 15:06:10,ML,SY,add note about use of filters to column J,10.1002/14651858.CD015063,Macrolides for the prevention of bronchopulmonary dysplasia in preterm neonates,O’Connor,Cochrane Database of Systematic Reviews,no,"""The Neonatal IS will use methodological filters based on those developed by Cochrane and CADTH to limit retrieval to randomised controlled and quasi‐randomized trials, and systematic reviews (CADTH 2016; Embase 2021; Lefebvre 2011).""",no,,,,no,,,,,,,,,,yes,"""In consultation with the review authors, the Neonatal Group Information Specialist (IS) developed a draft search strategy for MEDLINE Ovid (Appendix 1). Another IS, using the PRESS checklist, will peer review this strategy (McGowan 2016; McGowan 2016a)."" 
 ""Michelle Fiander, Information Specialist, designed and wrote the MEDLINE search methods.""","Using hedges: "" The Neonatal IS will use methodological filters based on those developed by Cochrane and CADTH to limit retrieval to randomised controlled and quasi‐randomized trials, and systematic reviews (CADTH 2016; Embase 2021; Lefebvre 2011).""","ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), World Health Organization International Clinical Trials Registry; Epistemonikos (www.epistemonikos.org); contacting researchers; references; conference proceedings","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 15:10:10,ML,SY,,10.1002/14651858.CD015381,Molnupiravir for treating COVID-19,Ochodo,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Information Specialist has developed the following search strategy for the Cochrane COVID‐19 study register.""",,"Web of Science (Medline, Web of Science Core Collection), Cochrane COVID‐19 Study Register (CCSR); WHO International Clinical Trials Registry Platform (ICTRP; who.int/trialsearch); medRxiv (medrxiv.org); COVID Network Meta‐Analysis (covid-nma.com); references; contacting researchers","""for the Cochrane COVID‐19 study register. Search string: Molnupiravir OR EIDD‐1931 OR EIDD‐2801 OR MK‐4482 OR Lagevrio. Study characteristics: 1) ""Intervention assignment"": ""Randomised"".""",yes (exact search strategy for at least one source),,,,,,
7/3/2023 15:14:13,ML,SY,,10.1002/14651858.CD014928,Government lockdown and mental health outcomes in the general population,Okazaki,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""Developing and running the search strategies: Cochrane Common Mental Disorders Group Information Specialists (Sarah Dawson)"" ""Information Specialist (helped develop the search strategy, provided editorial guidance to authors, edited the article): Sarah Dawson, CCMD and University of Bristol""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), World Health Organization International Clinical Trials Registry Platform (trialsearch.who.int/); references; contacting researchers","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 15:19:21,ML,SY,,10.1002/14651858.CD014855,Delayed initiation or reduced initial dose of calcineurin-inhibitors for kidney transplant recipients,Oliveras,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""We will search the Cochrane Kidney and Transplant Register of Studies through contact with the Information Specialist using search terms relevant to this review. """,mainly using existing study register,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline),  Cochrane Kidney and Transplant Register of Studies; WHO  International Clinical Trials Register (ICTRP); handsearching journals; conference proceedings; references; contacting researchers","Appendix 1, CENTRAL, MEDLINE, EMBASE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 15:31:43,ML,SY,,10.1002/14651858.CD014735,Interventions for treating head lice: a network meta-analysis,Pérez-Gaxiola,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,no,,,"ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), WHO Global Index Medicus; WHO International Clinical Trials Registry Platform (ICTRP) (www.who.int/trialsearch); the ISRCTN registry (www.isrctn.com); conference proceedings; references; contacting researchers","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 15:36:40,ML,SY,,10.1002/14651858.CD015448,LipiFlow for the treatment of dry eye disease,Pucker,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Cochrane Eyes and Vision Information Specialist will search the following electronic databases without restrictions on language or date of publication."" ""We thank Lori Rosman, Information Specialist for Cochrane Eyes and Vision (CEV), who created and executed the electronic search strategies.""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Virtual Health Library (LILACS), World Health Organization (WHO) International Clinical Trials Registry Platform (ICTRP); references; contacting researchers",Appendix 1. CENTRAL; Appendix 2. MEDLINE; Appendix 3. EMBASE; Appendix 4. PubMed; Appendix 5. LILACS; Appendix 6. ClinicalTrials.gov; Appendix 7. ICTRP,yes (exact search strategy for all sources),,,,,,
7/3/2023 19:21:44,ML,SY,,10.1002/14651858.CD015307,Impact of ovarian preservation on survival for women with endometrial carcinoma,Raffone,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,no,"not explicitly: ""We thank Jo Morrison for clinical and editorial advice, Jo Platt for designing the search strategy"" - Jo Platt is an Information Specialist with Cochrane",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Scopus, Web of Science (Medline, Web of Science Core Collection)","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 19:30:04,ML,SY,,10.1002/14651858.CD014084,Surgery for nasal polyposis in cystic fibrosis,Ribeiro Lopes Almeida,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Cochrane Cystic Fibrosis and Genetic Disorders Group's Information Specialist will conduct a search of the Group's Cystic Fibrosis Trials Register for relevant trials using the following terms: nasal polyps OR sinusitis.""","hedges used: ""Cochrane Highly Sensitive Search Strategy for identifying randomized trials in MEDLINE: sensitivity‐maximizing version (2008 revision); PubMed format. Available from: training.cochrane.org/handbook/version-6/chapter-4-tech-suppl [page 60]""","ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Virtual Health Library (LILACS), World Health Organization International Clinical Trials Registry Platform (WHO ICTRP); Virtual Health Library (VHL) Regional Portal – all databases (bvsalud.org/); handsearching journals; conference proceedings; refernces; contacting researchers","Appendix 1, CENTRAL, PubMed,  VHL, ClinicalTrials.gov, WHO ICTRL",yes (exact search strategy for all sources),,,,,,
7/3/2023 19:34:30,ML,SY,,10.1002/14651858.CD015087,Diclofenac for acute postoperative pain in children,Ringsten,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Cochrane Pain, Palliative and Supportive Care Review Group's (PaPaS) Information Specialist will develop the search strategies, which will be independently peer‐reviewed. The Cochrane PaPaS Information Specialist will perform the searches.""  ""Information Specialist (searching support): Joanne Abbott (Oxford University Hospitals (OUH) NHS Foundation Trust, Oxford, UK).""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), World Health Organization International Clinical Trials Registry Platform (ICTRP); references; contacting researchers","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 19:39:40,ML,SY,add note about hedge to columns P,10.1002/14651858.CD014792,Postoperative nutritional support after pancreaticoduodenectomy in adults,Robertson,Cochrane Database of Systematic Reviews,no,,no,,,,no,"""For the RCT filter, we used 'Box 6.4.c: Cochrane Highly Sensitive Search Strategy for identifying randomized trials in MEDLINE: sensitivity‐maximizing version (2008 revision); Ovid format' in the Cochrane Handbook version 5.1 (Higgins 2011).""",,,,,,,,,yes,"""Special thanks to Sue Foggin from The Philson Library, The University of Auckland, for assistance and feedback on search strategy design. ""","hedges used: ""For the RCT filter, we used 'Box 6.4.c: Cochrane Highly Sensitive Search Strategy for identifying randomized trials in MEDLINE: sensitivity‐maximizing version (2008 revision); Ovid format' in the Cochrane Handbook version 5.1 (Higgins 2011).""","ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), ProQuest (ABI/Inform Global, Nursing & Allied Health Database, Public Health Database), Virtual Health Library (LILACS), World Health Organization (WHO) International Clinical Trials Registry Platform (ICTRP);  System for Information on Grey Literature in Europe ’OpenGrey’ (www.opengrey.eu/); references","Appendix 1, MEDLINE, Appendix 2. EMBASE, Appendix 3. Cochrane CENTRAL, Appendix 4. LILACS, Appendix 5. CINAHL, Appendix 6. Additional database search terms, Appendix 7. WEB OF KNOWLEDGE ",yes (exact search strategy for all sources),,,,,,
7/3/2023 19:43:46,ML,SY,add note about hedges to columns P and J,10.1002/14651858.CD014852,Nutritional therapy for reducing disability and improving activities of daily living in people after stroke,Sakai,Cochrane Database of Systematic Reviews,no,"""We developed the MEDLINE search strategy with the help of the Cochrane Stroke Group's Information Specialist, and subject strategies for databases will be modeled on the search strategy designed for MEDLINE (Appendix 1) in consultation with the Cochrane Stroke Group's Information Specialist. All search strategies deployed will be combined with subject strategy adaptations of the sensitive search strategy designed by Cochrane to identify RCTs, as described in Chapter 4 of the Cochrane Handbook for Systematic Reviews of Interventions Version 6.2 (Lefebvre 2021), and the Cochrane Stroke Group's search strategies for the identification of stroke studies.""",no,,,,no,"""We developed the MEDLINE search strategy with the help of the Cochrane Stroke Group's Information Specialist, and subject strategies for databases will be modeled on the search strategy designed for MEDLINE (Appendix 1) in consultation with the Cochrane Stroke Group's Information Specialist. All search strategies deployed will be combined with subject strategy adaptations of the sensitive search strategy designed by Cochrane to identify RCTs, as described in Chapter 4 of the Cochrane Handbook for Systematic Reviews of Interventions Version 6.2 (Lefebvre 2021), and the Cochrane Stroke Group's search strategies for the identification of stroke studies.""",,,,,,,,,yes,"""Working with the Cochrane Stroke Group's Information Specialist, we will search the Cochrane Stroke Group's Trials Register and the following electronic databases:""","hedges used: ""All search strategies deployed will be combined with subject strategy adaptations of the sensitive search strategy designed by Cochrane to identify RCTs, as described in Chapter 4 of the Cochrane Handbook for Systematic Reviews of Interventions Version 6.2 (Lefebvre 2021), and the Cochrane Stroke Group's search strategies for the identification of stroke studies.""","ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), World Health Organization (WHO) International Clinical Trials Registry Platform (who.int/ictrp/en/); references; contacting researchers",Appendix 1. MEDLINE,yes (exact search strategy for at least one source),,,,,,
7/3/2023 19:48:17,ML,SY,,10.1002/14651858.CD015102,Prophylactic anticoagulants for non-hospitalised people with COVID-19,Santos,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""The Information Specialist will search the following databases for relevant trials:"",    ""The Information Specialist has devised a draft search strategy for MEDLINE which is displayed in Appendix 1. This will be used as the basis for search strategies for the other databases listed. """,register used,"ClinicalTrials.gov, Cochrane Library (CENTRAL), EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), Virtual Health Library (LILACS), Cochrane Vascular Specialised Register via the Cochrane Register of Studies (CRS‐Web); Cochrane COVID‐19 Study Register; World Health Organization International Clinical Trials Registry Platform (who.int/trialsearch); references; contacting researchers","Appendix 1. MEDLINE, Appendix 2. Cochrane COVID‐19 ",yes (exact search strategy for at least one source),,,,,,
7/3/2023 21:40:51,ML,SY,add note about use of filters to column J,10.1002/14651858.CD015346,Health policymakers’ views and experiences of knowledge translation approaches to facilitate evidence-informed decision-making: a qualitative evidence synthesis,Schmidt,Cochrane Database of Systematic Reviews,no,"""To identify qualitative research, we used a validated search filter developed by the University of Texas School of Public Health (Wagner 2020). As recommended by the Cochrane Qualitative and Implementation Methods Group (Harris 2018), this search strategy privileges specificity (retrieval of only relevant items) over sensitivity (retrieval of all potential items).""",no,,,,no,,,,,,,,,,yes,"""The search methods and search strategies will be developed by an Information Specialist (IK) in consultation with the other review authors.""","Hedge used: ""See Appendix 1 for the MEDLINE search strategy. To identify qualitative research, we used a validated search filter developed by the University of Texas School of Public Health (Wagner 2020). As recommended by the Cochrane Qualitative and Implementation Methods Group (Harris 2018), this search strategy privileges specificity (retrieval of only relevant items) over sensitivity (retrieval of all potential items).""","Bielefeld Academic Search Engine, EbscoHost (CINAHL Plus, EconLit, ERIC, Medline), OVID (Embase/Embase Classic, PsycINFO, Medline), ProQuest (ABI/Inform Global, Nursing & Allied Health Database, Public Health Database), Scopus, DART‐Europe E‐theses Portal (www.dart-europe.org/);  Europe PMC (europepmc.org).","Appendix 1, MEDLINE",yes (exact search strategy for at least one source),,,,,,
7/3/2023 21:49:52,ML,SY,search narrative provided in appendix constitutes a description of search development,10.1002/14651858.CD015064,Topical anti-inflammatory treatments for eczema: network meta-analysis,Steele,Cochrane Database of Systematic Reviews,yes,See search narrative provided with each search in the appendices,no,,,,no,,,,,,,,,,yes,"""The Cochrane Skin Information Specialist (Liz Doney) will search the following databases and trials registers for relevant trials with no restriction by date:"" ""Another Cochrane Information Specialist will peer‐review the draft MEDLINE strategy prior to its execution, using the Search methods and strategy peer review assessment form for Cochrane intervention protocols.""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), The Cochrane Skin Specialised Register 2021 via the Cochrane Register of Studies (CRS‐Web); World Health Organization International Clinical Trials Registry (WHO ICTRP); references; contacting researchers","Appendix 1. MEDLINE, Appendix 2. Embase (Ovid), Appendix 3. CENTRAL, Appendix 4. ClinicalTrials.gov, Appendix 5. WHO International Clinical Trial Registry Platform",yes (exact search strategy for all sources),,,,,,
7/3/2023 22:10:29,ML,SY,,10.1002/14651858.CD015091,Topical ophthalmic anesthetics for corneal abrasions,Sulewski,Cochrane Database of Systematic Reviews,no,,no,,,,no,,,,,,,,,,yes,"""We thank Lori Rosman, Information Specialist for Cochrane Eyes and Vision (CEV), who created the electronic search strategies."" ""The Cochrane Eyes and Vision Information Specialist will search the following electronic databases for RCTs and controlled clinical trials.""",,"ClinicalTrials.gov, Cochrane Library (CENTRAL), OVID (Embase/Embase Classic, PsycINFO, Medline), PubMed (Medline), Virtual Health Library (LILACS), World Health Organization (WHO) International Clinical Trials Registry Platform (ICTRP); references","Appendix 1. CENTRAL, Appendix 2. MEDLINE, Appendix 3. EMBASE, Appendix 4. PubMed, Appendix 5. LILACS, Appendix 6. ClinicalTrials.gov, Appendix 7. WHO ICTRP",yes (exact search strategy for all sources),,,,,,
